V_TRI_SUBMISSION_NAICS.INDUSTRY_CODE,V_TRI_SUBMISSION_NAICS.INDUSTRY_DESCRIPTION,V_TRI_SUBMISSION_NAICS.NAICS_CODES,TRI_FACILITY.TRI_FACILITY_ID,TRI_FACILITY.STATE_ABBR,V_TRI_FORM_R_BR_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_BR_EZ.REPORTING_YEAR,V_TRI_FORM_R_BR_EZ.STATE_ABBR,V_TRI_FORM_R_BR_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.INDUSTRY_CODE,V_TRI_FORM_R_BR_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.UNINJ_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.PRIMARY_NAICS_CODE
325,Chemicals,325211325199,43612CHMBN6175A,OH,43612CHMBN6175A,2015,OH,3.2,325,0,15035,15038.2,3.2,0,0,325211
331,Primary Metals,331511,45640SCNDSATHEN,OH,45640SCNDSATHEN,2015,OH,.3365,331,0,16.7383,17.5471,.8088,0,.4723,331511
336,Transportation Equipment,336390,49631VRTPR601WS,MI,49631VRTPR601WS,2015,MI,8129,336,0,0,8129,8129,0,0,336390
332,Fabricated Metals,332813,61256MCKYS4075T,IL,61256MCKYS4075T,2015,IL,9,332,0,840,849,9,0,0,332813
331,Primary Metals,331314,4671WLXNLL139SU,IN,4671WLXNLL139SU,2015,IN,.0002,331,0,.0824,.0826,.0002,0,0,331314
325,Chemicals,325180,49934PNNSL1700D,MI,49934PNNSL1700D,2015,MI,500,325,0,1200,1701,501,0,1,325180
331,Primary Metals,331512,53094WSCNS661S1,WI,53094WSCNS661S1,2015,WI,119,331,0,150,269,119,0,0,331512
321,Wood Products,321114,55802NNVTV112PR,MN,55802NNVTV112PR,2015,MN,0,321,0,0,0,0,0,,321114
324,Petroleum,324110,48217MRTHN1300S,MI,48217MRTHN1300S,2015,MI,3522,324,2,1667,5191,3524,0,0,324110
311,Food,311224,62914BNGCR304TH,IL,62914BNGCR304TH,2015,IL,421070,311,0,0,421070,421070,0,0,311224
336,Transportation Equipment,336111,48211CDLLC2500E,MI,48211CDLLC2500E,2015,MI,15,336,0,631,646,15,0,0,336111
331,Primary Metals,331523,49127SPRMC3389L,MI,49127SPRMC3389L,2015,MI,0,331,0,0,0,0,0,0,331523
331,Primary Metals,331512,45403FLWSR635NI,OH,45403FLWSR635NI,2015,OH,70.97,331,0,1075.23,1146.2,70.97,0,0,331512
334,Computers and Electronic Products,334519,56502SJLCT22650,MN,56502SJLCT22650,2015,MN,2.69,334,0,0,2.69,2.69,0,0,334519
335,Electrical Equipment,335313,60626SCLCT6601N,IL,60626SCLCT6601N,2015,IL,203,335,0,20,223,203,0,0,335313
325,Chemicals,325211,45001MNSNT356TH,OH,45001MNSNT356TH,2015,OH,191,325,0,0,196,196,0,5,325211
325,Chemicals,325910,43302BSFCR125JA,OH,43302BSFCR125JA,2015,OH,0,325,0,0,0,0,0,,325910
331,Primary Metals,331420,46506CPPRF515CP,IN,46506CPPRF515CP,2015,IN,0,331,0,0,0,0,0,,331420
331,Primary Metals,331529,53932FLLRV670SO,WI,53932FLLRV670SO,2015,WI,4,331,0,0,4,4,0,0,331529
333,Machinery,333413,4430WRNTRP735GL,OH,4430WRNTRP735GL,2015,OH,0,333,0,0,0,0,0,,333413
311,Food,311224,61701CRGLL115SE,IL,61701CRGLL115SE,2015,IL,268087,311,0,2,268089,268087,0,0,311224
335,Electrical Equipment,335228,53406NSNKR47002,WI,53406NSNKR47002,2015,WI,13.8,335,0,6.1,19.9,13.8,0,0,335228
324,Petroleum,324110424710,55071SHLND100WT,MN,55071SHLND100WT,2015,MN,23700,324,0,8,23708,23700,0,0,324110
325,Chemicals,325613325998,60510DYNTR1333N,IL,60510DYNTR1333N,2015,IL,0,325,0,0,0,0,0,,325613
327,Nonmetallic Mineral Product,327910,53821MCMPNHWY35,WI,53821MCMPNHWY35,2015,WI,2405,327,0,0,2405,2405,0,0,327910
325,Chemicals,325212325211325991,45714SHLLC2982W,OH,45714SHLLC2982W,2015,OH,163200,325,0,0,163205,163205,0,5,325212
325,Chemicals,325212325211325991,45714SHLLC2982W,OH,45714SHLLC2982W,2015,OH,5,325,250,78,366,288,0,33,325212
325,Chemicals,325180,44110CHMCL1099I,OH,44110CHMCL1099I,2015,OH,.1,325,0,.7,.8,.1,0,0,325180
332,Fabricated Metals,332999,60076RGRSM7330N,IL,60076RGRSM7330N,2015,IL,5,332,0,0,5,5,0,0,332999
331,Primary Metals,331110,49204QNXCRPOBOX,MI,49204QNXCRPOBOX,2015,MI,12,331,0,0,12,12,0,0,331110
324,Petroleum,324199,48218SCKBT14ZUG,MI,48218SCKBT14ZUG,2015,MI,22600,324,0,0,22600,22600,0,0,324199
332,Fabricated Metals,332722,4425WSFSNT521PR,OH,4425WSFSNT521PR,2015,OH,0,332,0,5,5,0,0,0,332722
332,Fabricated Metals,332811,4885WNTRXN822KI,MI,4885WNTRXN822KI,2015,MI,556,332,0,0,556,556,0,0,332811
336,Transportation Equipment,336112,46783GMCTR12200,IN,46783GMCTR12200,2015,IN,9130,336,0,0,9130,9130,0,0,336112
331,Primary Metals,331513,44601MRCNS1001E,OH,44601MRCNS1001E,2015,OH,3098,331,0,50027,53125,3098,0,0,331513
325,Chemicals,325520,49254DCPRD4401P,MI,49254DCPRD4401P,2015,MI,5,325,0,3705,3710,5,0,0,325520
325,Chemicals,325130,45237HLTND2235L,OH,45237HLTND2235L,2015,OH,5,325,0,970,975,5,0,0,325130
331,Primary Metals,331110,46402SSGRYONENO,IN,46402SSGRYONENO,2015,IN,0,331,0,0,0,0,0,0,331110
331,Primary Metals,331110,46402SSGRYONENO,IN,46402SSGRYONENO,2015,IN,21400,331,11024000,99248,11160448,11061200,0,15800,331110
326,Plastics and Rubber,326299,43725LMCST804BY,OH,43725LMCST804BY,2015,OH,0,326,0,4996,4996,0,0,0,326299
331,Primary Metals,331221,44667CNTRS510CO,OH,44667CNTRS510CO,2015,OH,1.07,331,0,516.59,518.15,1.56,0,.49,331221
331,Primary Metals,331110,44706LTVST2201H,OH,44706LTVST2201H,2015,OH,4,331,0,896,1080,184,0,180,331110
332,Fabricated Metals,332812,48060STVNS2015D,MI,48060STVNS2015D,2015,MI,15,332,0,126,141,15,0,0,332812
325,Chemicals,325199325211325180,45805BPCHMFORTA,OH,45805BPCHMFORTA,2015,OH,65,325,0,0,65,65,0,0,325199
332,Fabricated Metals,332813,49442CLNDZ1960R,MI,49442CLNDZ1960R,2015,MI,0,332,0,46,46,0,0,0,332813
332,Fabricated Metals,332813,60650GTTND4620R,IL,60650GTTND4620R,2015,IL,0,332,0,0,0,0,0,0,332813
326,Plastics and Rubber,326211,62864GNRLTHWY14,IL,62864GNRLTHWY14,2015,IL,61.64,326,0,855,916.64,61.64,0,0,326211
325,Chemicals,325412,49001THPJH7171P,MI,49001THPJH7171P,2015,MI,121,325,0,0,121,121,0,0,325412
336,Transportation Equipment,336390,45840HSNNC1849I,OH,45840HSNNC1849I,2015,OH,0,336,0,325166,326408,1242,0,1242,336390
336,Transportation Equipment,336340336390,45840FNDLX1901I,OH,45840FNDLX1901I,2015,OH,500,336,0,10,515,505,0,5,336340
331,Primary Metals,331110,46725STLDY2601C,IN,46725STLDY2601C,2015,IN,6,331,0,3094,3100,6,0,0,331110
332,Fabricated Metals,332812,46345RLLCT2NDAN,IN,46345RLLCT2NDAN,2015,IN,9754,332,0,0,9754,9754,0,0,332812
331,Primary Metals,331529332721,49858LJNSC12003,MI,49858LJNSC12003,2015,MI,1437,331,0,1146,2583,1437,0,0,331529
334,Computers and Electronic Products,334418,56001MCRCR1651P,MN,56001MCRCR1651P,2015,MN,0,334,0,0,0,0,0,0,334418
333,Machinery,333613333111,61021LLDLC1088C,IL,61021LLDLC1088C,2015,IL,584,333,0,0,584,584,0,0,333613
333,Machinery,333924,60152NSSNF240NP,IL,60152NSSNF240NP,2015,IL,0,333,0,0,0,0,0,,333924
311,Food,311513,5460WGRTLK22ENT,WI,5460WGRTLK22ENT,2015,WI,0,311,0,0,0,0,0,0,311513
332,Fabricated Metals,332991,6051WRXNRD24CUR,IL,6051WRXNRD24CUR,2015,IL,0,332,0,52.022,52.022,0,0,0,332991
326,Plastics and Rubber,326299,4428WGLDSM3FIRS,OH,4428WGLDSM3FIRS,2015,OH,0,326,0,0,0,0,0,,326299
332,Fabricated Metals,332420332313,56303DCNCX600N5,MN,56303DCNCX600N5,2015,MN,8,332,0,77,85,8,0,0,332420
327,Nonmetallic Mineral Product,327215,4331WGCTMT31HUN,OH,4331WGCTMT31HUN,2015,OH,.00023,327,0,0,.00023,.00023,0,0,327215
332,Fabricated Metals,332618,4950WFLXCN1995A,MI,4950WFLXCN1995A,2015,MI,.03,332,0,0,.03,.03,0,0,332618
326,Plastics and Rubber,326191,46506BRMNG1010W,IN,46506BRMNG1010W,2015,IN,0,326,0,0,0,0,0,0,326191
324,Petroleum,324110,60439NCLCR135TH,IL,60439NCLCR135TH,2015,IL,2,324,0,3,5.1,2.1,0,.1,324110
332,Fabricated Metals,332813,44128RVWMT4465J,OH,44128RVWMT4465J,2015,OH,138,332,0,0,138,138,0,0,332813
331,Primary Metals,331511,47362DNCRP2700E,IN,47362DNCRP2700E,2015,IN,28.88,331,0,3180.27,3209.15,28.88,0,0,331511
325,Chemicals,325194,45636RSTCHRT52A,OH,45636RSTCHRT52A,2015,OH,420,325,0,0,4720,4720,0,4300,325194
336,Transportation Equipment,336310,45302HNDFM12500,OH,45302HNDFM12500,2015,OH,1029,336,0,0,1029,1029,0,0,336310
325,Chemicals,325510,45750VNGRD1409G,OH,45750VNGRD1409G,2015,OH,1215,325,0,0,1215,1215,0,0,325510
331,Primary Metals,331110,53080CHRTR1658C,WI,53080CHRTR1658C,2015,WI,1390.98,331,0,245171.33,246563.19,1391.86,0,.88,331110
331,Primary Metals,331110,53080CHRTR1658C,WI,53080CHRTR1658C,2015,WI,2549.3,331,0,0,2549.3,2549.3,0,0,331110
311,Food,311119,56232LNDLKHWY21,MN,56232LNDLKHWY21,2015,MN,0,311,0,0,0,0,0,,311119
332,Fabricated Metals,332812,4713WSTLDY5134L,IN,4713WSTLDY5134L,2015,IN,542,332,0,431,973,542,0,0,332812
326,Plastics and Rubber,326299,44062GLDKY14910,OH,44062GLDKY14910,2015,OH,0,326,0,139,139,0,0,0,326299
327,Nonmetallic Mineral Product,327310,61301LLNSCLIBER,IL,61301LLNSCLIBER,2015,IL,6.45,327,0,0,6.45,6.45,0,0,327310
325,Chemicals,325520,43302SKCRP1682M,OH,43302SKCRP1682M,2015,OH,0,325,0,0,0,0,0,0,325520
332,Fabricated Metals,332999332913333618327110,53044KHLRC444HI,WI,53044KHLRC444HI,2015,WI,20,332,0,2,23,21,0,1,332999
335,Electrical Equipment,335312,54028MCMLL400BE,WI,54028MCMLL400BE,2015,WI,9053,335,0,0,9053,9053,0,0,335312
326,Plastics and Rubber,326199326130,56031MXXXX710NO,MN,56031MXXXX710NO,2015,MN,372,326,0,0,372,372,0,0,326199
311,Food,311813,4695WCVSTL371SA,IN,4695WCVSTL371SA,2015,IN,0,311,0,0,0,0,0,,311813
325,Chemicals,325130,6270WSLMNC45NCL,IL,6270WSLMNC45NCL,2015,IL,0,325,0,2,2,0,0,0,325130
325,Chemicals,325180,44035NGLHR120PI,OH,44035NGLHR120PI,2015,OH,0,325,0,0,515,515,0,515,325180
325,Chemicals,325180,44035NGLHR120PI,OH,44035NGLHR120PI,2015,OH,6,325,0,51,62,11,0,5,325180
331,Primary Metals,331513,61821LLYNG17WWA,IL,61821LLYNG17WWA,2015,IL,3,331,0,10,13,3,0,0,331513
326,Plastics and Rubber,326121,43207CRNPL2141F,OH,43207CRNPL2141F,2015,OH,80,326,0,0,80,80,0,0,326121
332,Fabricated Metals,332812,45365MCHNC933OA,OH,45365MCHNC933OA,2015,OH,250,332,0,250,500,250,0,0,332812
332,Fabricated Metals,332311,53536VRCPR273WA,WI,53536VRCPR273WA,2015,WI,182.9,332,0,3849,4031.9,182.9,0,0,332311
332,Fabricated Metals,332812,62040PRCTM25NOR,IL,62040PRCTM25NOR,2015,IL,6.9,332,0,52,58.9,6.9,0,0,332812
311,Food,311221311225,60501CRNPR6400A,IL,60501CRNPR6400A,2015,IL,2420.218,311,0,0,2420.218,2420.218,0,0,311221
311,Food,311221311225,60501CRNPR6400A,IL,60501CRNPR6400A,2015,IL,22203,311,0,0,22203,22203,0,0,311221
324,Petroleum,324110,55164KCHRFPOBOX,MN,55164KCHRFPOBOX,2015,MN,9.586,324,0,26.81102,36.39702,9.586,0,0,324110
333,Machinery,333415,45750FRMSCMILLC,OH,45750FRMSCMILLC,2015,OH,.16,333,0,4.41,4.57,.16,0,0,333415
325,Chemicals,325180,44622BRLCH3676D,OH,44622BRLCH3676D,2015,OH,13.47,325,0,0,13.47,13.47,0,0,325180
335,Electrical Equipment,335222,53719SBZRF6061B,WI,53719SBZRF6061B,2015,WI,2.4,335,0,3.85,6.25,2.4,0,0,335222
311,Food,311511,62301PRRFR415N2,IL,62301PRRFR415N2,2015,IL,10,311,0,0,10,10,0,0,311511
323,Printing,323111,53913PRRYP1300S,WI,53913PRRYP1300S,2015,WI,22234,323,0,0,22234,22234,0,0,323111
325,Chemicals,325998,55359LCTRC5630P,MN,55359LCTRC5630P,2015,MN,0,325,0,0,0,0,0,,325998
332,Fabricated Metals,332722,60007TPYPR1375L,IL,60007TPYPR1375L,2015,IL,144,332,0,0,144,144,0,0,332722
331,Primary Metals,331420,60650CHCGX1601S,IL,60650CHCGX1601S,2015,IL,3.93,331,0,67.56,71.49,3.93,0,0,331420
322,Paper,322121,54457NKSMLMARKE,WI,54457NKSMLMARKE,2015,WI,142690,322,30,2140,148715,146575,0,3855,322121
336,Transportation Equipment,336412,47807TRNDS333SO,IN,47807TRNDS333SO,2015,IN,1069.4,336,0,0,1069.4,1069.4,0,0,336412
331,Primary Metals,331420,46516VRNDS443EA,IN,46516VRNDS443EA,2015,IN,10,331,0,0,10,10,0,0,331420
332,Fabricated Metals,332813,44109RCRFT1106C,OH,44109RCRFT1106C,2015,OH,0,332,0,0,0,0,0,0,332813
331,Primary Metals,331523,56058LSRNC1409V,MN,56058LSRNC1409V,2015,MN,0,331,0,0,0,0,0,,331523
332,Fabricated Metals,332812,47130GTWYG1117B,IN,47130GTWYG1117B,2015,IN,790,332,0,60,852,792,0,2,332812
333,Machinery,333120,61630STPRP600WE,IL,61630STPRP600WE,2015,IL,48585,333,0,0,48754,48754,0,169,333120
325,Chemicals,325412541712,5302WCMBRDW132N,WI,5302WCMBRDW132N,2015,WI,9561,325,0,0,9561,9561,0,0,325412
325,Chemicals,325520,49504HBFLL2727K,MI,49504HBFLL2727K,2015,MI,501.615,325,0,0,501.615,501.615,0,0,325520
332,Fabricated Metals,332813,60007PNDST1250M,IL,60007PNDST1250M,2015,IL,507,332,0,52135,52642,507,0,0,332813
332,Fabricated Metals,332721,44136HYLVL15400,OH,44136HYLVL15400,2015,OH,0,332,0,4,4,0,0,0,332721
336,Transportation Equipment,336111,48215CHRYL2101C,MI,48215CHRYL2101C,2015,MI,6,336,0,0,6,6,0,0,336111
336,Transportation Equipment,336390,43160YSCRP151JA,OH,43160YSCRP151JA,2015,OH,1540,336,0,0,1540,1540,0,0,336390
327,Nonmetallic Mineral Product,327320,5500WCMSTN2448B,MN,5500WCMSTN2448B,2015,MN,1.88,327,0,0,1.88,1.88,0,0,327320
337,Furniture,337214337211,49508STLCS43805,MI,49508STLCS43805,2015,MI,2.6,337,0,0,2.6,2.6,0,0,337214
326,Plastics and Rubber,326130,62448VPCNC71EJU,IL,62448VPCNC71EJU,2015,IL,16747,326,0,0,16747,16747,0,0,326130
331,Primary Metals,331210,47274SYMRT1515E,IN,47274SYMRT1515E,2015,IN,23,331,0,1344,1367,23,0,0,331210
333,Machinery,333243,5480WCGBRT341LA,WI,5480WCGBRT341LA,2015,WI,0,333,0,0,0,0,0,0,333243
332,Fabricated Metals,332312,46526STRCR2703C,IN,46526STRCR2703C,2015,IN,.24,332,0,23,23.24,.24,0,0,332312
325,Chemicals,325311,61025PHNXC16675,IL,61025PHNXC16675,2015,IL,752866.96,325,0,0,763823.96,763823.96,0,10957,325311
331,Primary Metals,331110,48161NRTHS3000E,MI,48161NRTHS3000E,2015,MI,3439,331,0,0,3537,3537,0,98,331110
326,Plastics and Rubber,326199,49203WLVRN701LI,MI,49203WLVRN701LI,2015,MI,0,326,0,0,0,0,0,0,326199
331,Primary Metals,331513,43125GRFFN3900B,OH,43125GRFFN3900B,2015,OH,2580,331,0,132098,134678,2580,0,0,331513
336,Transportation Equipment,336390,49631VRTPR601WS,MI,49631VRTPR601WS,2015,MI,1929,336,0,0,1929,1929,0,0,336390
325,Chemicals,325211,46041CRSNSSTRT2,IN,46041CRSNSSTRT2,2015,IN,258,325,0,0,258,258,0,0,325211
335,Electrical Equipment,335314,44125ZLMNF6255H,OH,44125ZLMNF6255H,2015,OH,0,335,0,0,0,0,0,0,335314
336,Transportation Equipment,336310,45801FRDMT1155B,OH,45801FRDMT1155B,2015,OH,5,336,0,146,151,5,0,0,336310
325,Chemicals,325211,53154PPGND10800,WI,53154PPGND10800,2015,WI,7.02,325,0,136,143.02,7.02,0,0,325211
332,Fabricated Metals,332813,60162CNDZN4161B,IL,60162CNDZN4161B,2015,IL,1219,332,0,0,1219,1219,0,0,332813
327,Nonmetallic Mineral Product,327120,44730CRSCN6878O,OH,44730CRSCN6878O,2015,OH,0,327,0,0,0,0,0,,327120
325,Chemicals,325998,45236MCHLM9089S,OH,45236MCHLM9089S,2015,OH,0,325,0,250,250,0,0,0,325998
335,Electrical Equipment,335929,46953CBLCN440EA,IN,46953CBLCN440EA,2015,IN,3687,335,0,960,4647,3687,0,0,335929
325,Chemicals,325180,43952BRMCHCOUNT,OH,43952BRMCHCOUNT,2015,OH,0,325,0,9120,9120,0,0,0,325180
326,Plastics and Rubber,326130,44004TNNDS4001B,OH,44004TNNDS4001B,2015,OH,1806,326,0,0,1806,1806,0,0,326130
336,Transportation Equipment,336350,48078FRDMT41111,MI,48078FRDMT41111,2015,MI,19,336,0,3,22,19,0,0,336350
326,Plastics and Rubber,326299,44021BRTNR14330,OH,44021BRTNR14330,2015,OH,1,326,0,226,227,1,0,0,326299
327,Nonmetallic Mineral Product,327320,6042WVCNPR17591,IL,6042WVCNPR17591,2015,IL,0,327,0,0,0,0,0,0,327320
331,Primary Metals,331314,60651LLDMT4528W,IL,60651LLDMT4528W,2015,IL,22,331,0,0,22,22,0,0,331314
332,Fabricated Metals,332813,48506MDSTT624KE,MI,48506MDSTT624KE,2015,MI,0,332,0,250,250,0,0,0,332813
335,Electrical Equipment,335228,53406NSNKR47002,WI,53406NSNKR47002,2015,WI,1,335,0,24,25,1,0,0,335228
322,Paper,322121,43812STNCN500N4,OH,43812STNCN500N4,2015,OH,51239,322,0,0,53504,53504,0,2265,322121
332,Fabricated Metals,332322331221332313,4661WSTLWR14RIV,IN,4661WSTLWR14RIV,2015,IN,.51,332,0,0,.51,.51,0,0,332322
332,Fabricated Metals,332812,60007PRFNS2300E,IL,60007PRFNS2300E,2015,IL,0,332,0,3131,3131,0,0,0,332812
322,Paper,322220,60423NRWDM250IN,IL,60423NRWDM250IN,2015,IL,2098,322,0,0,2098,2098,0,0,322220
335,Electrical Equipment,335222,4651WDMTCL232IN,IN,4651WDMTCL232IN,2015,IN,10,335,0,0,10,10,0,0,335222
327,Nonmetallic Mineral Product,327910,53821MCMPNHWY35,WI,53821MCMPNHWY35,2015,WI,340,327,0,0,340,340,0,0,327910
326,Plastics and Rubber,326199,60638TRTLW5655W,IL,60638TRTLW5655W,2015,IL,0,326,0,0,0,0,0,,326199
325,Chemicals,325998,60007PNRYC1801E,IL,60007PNRYC1801E,2015,IL,302.0063255,325,0,0,302.0063255,302.0063255,0,0,325998
323,Printing,323120,48867WSSGR151ND,MI,48867WSSGR151ND,2015,MI,0,323,0,208317,208317,0,0,0,323120
325,Chemicals,325199,46319MRCNC420SC,IN,46319MRCNC420SC,2015,IN,550,325,0,0,550,550,0,0,325199
331,Primary Metals,331492,45640PMLLC1664B,OH,45640PMLLC1664B,2015,OH,29700,331,0,0,29700,29700,0,0,331492
325,Chemicals,325991,53081NRTHW322CR,WI,53081NRTHW322CR,2015,WI,0,325,0,301,301,0,0,0,325991
325,Chemicals,325194,60650KPPRS3900S,IL,60650KPPRS3900S,2015,IL,17270.9,325,0,2558.44,19829.34,17270.9,0,0,325194
331,Primary Metals,331420,46860SSXGRUS30A,IN,46860SSXGRUS30A,2015,IN,4677.94,331,0,385.15,5131.05,4745.9,0,67.96,331420
336,Transportation Equipment,336412,45246GCSCC199CO,OH,45246GCSCC199CO,2015,OH,10,336,0,5160,5170,10,0,0,336412
325,Chemicals,325211,4589WMDWST32KRE,OH,4589WMDWST32KRE,2015,OH,2078.1,325,2901,0,4979.1,4979.1,0,0,325211
336,Transportation Equipment,336340,4756WWBBWH984WE,IN,4756WWBBWH984WE,2015,IN,0,336,0,0,0,0,0,0,336340
333,Machinery,333249,4806WWRTZM2935H,MI,4806WWRTZM2935H,2015,MI,0,333,0,0,0,0,0,0,333249
333,Machinery,333511,43701NCHRG1555F,OH,43701NCHRG1555F,2015,OH,0,333,0,0,0,0,0,0,333511
331,Primary Metals,331512,53027SGNCS1800I,WI,53027SGNCS1800I,2015,WI,2.09074,331,0,.114,2.20474,2.09074,0,0,331512
326,Plastics and Rubber,326112,60007CLRLM1950P,IL,60007CLRLM1950P,2015,IL,18060,326,0,0,18060,18060,0,0,326112
331,Primary Metals,331511,47586WPCFN9856S,IN,47586WPCFN9856S,2015,IN,0,331,0,18,18,0,0,0,331511
332,Fabricated Metals,332431,43130NCHRHMILLP,OH,43130NCHRHMILLP,2015,OH,3079,332,0,0,3079,3079,0,0,332431
311,Food,311514,48866MCHGN431WW,MI,48866MCHGN431WW,2015,MI,14,311,0,0,14,14,0,0,311514
336,Transportation Equipment,336370,45840PNDST6CRYS,OH,45840PNDST6CRYS,2015,OH,34,336,0,0,34,34,0,0,336370
325,Chemicals,325991,55987MLLRW580EF,MN,55987MLLRW580EF,2015,MN,0,325,0,3,3,0,0,0,325991
332,Fabricated Metals,332618332813332811,55987PRLSS1416E,MN,55987PRLSS1416E,2015,MN,0,332,0,0,0,0,0,0,332618
331,Primary Metals,331314,55068SPCTL13220,MN,55068SPCTL13220,2015,MN,3.3,331,0,4527.81,4531.11,3.3,0,0,331314
333,Machinery,333515,61132PFTRM1351W,IL,61132PFTRM1351W,2015,IL,348,333,0,1.8,349.8,348,0,0,333515
325,Chemicals,325211325199,48183MNSNT5045W,MI,48183MNSNT5045W,2015,MI,28289,325,0,0,28289,28289,0,0,325211
325,Chemicals,325211,60409SHLND142ND,IL,60409SHLND142ND,2015,IL,3753,325,0,0,3753,3753,0,0,325211
336,Transportation Equipment,336111,47903SBRSZ5500S,IN,47903SBRSZ5500S,2015,IN,105417,336,0,0,105417,105417,0,0,336111
336,Transportation Equipment,336111,47903SBRSZ5500S,IN,47903SBRSZ5500S,2015,IN,11996,336,0,0,11996,11996,0,0,336111
325,Chemicals,325193,55314MNNST777BO,MN,55314MNNST777BO,2015,MN,10976,325,0,0,10976,10976,0,0,325193
331,Primary Metals,331110,46721STLDY4500C,IN,46721STLDY4500C,2015,IN,12,331,0,7349,7361,12,0,0,331110
332,Fabricated Metals,332420332313,47421BRNNR80090,IN,47421BRNNR80090,2015,IN,52.05,332,0,19198.03,19268.71,70.68,0,18.63,332420
332,Fabricated Metals,332721,45030GLNMR119MA,OH,45030GLNMR119MA,2015,OH,0,332,0,.32,.32,0,0,0,332721
311,Food,311221325193312140311119,47501GRNPR2000S,IN,47501GRNPR2000S,2015,IN,93.1,311,0,0,93.1,93.1,0,0,311221
337,Furniture,337110,56229NRCRF67E2N,MN,56229NRCRF67E2N,2015,MN,10867,337,0,0,10867,10867,0,0,337110
326,Plastics and Rubber,326121,55976MNTRC14212,MN,55976MNTRC14212,2015,MN,0,326,0,0,0,0,0,,326121
334,Computers and Electronic Products,334517,53219GMDCL4855W,WI,53219GMDCL4855W,2015,WI,0,334,0,0,0,0,0,0,334517
332,Fabricated Metals,332813,62832LLNSM1135I,IL,62832LLNSM1135I,2015,IL,423,332,0,0,423,423,0,0,332813
325,Chemicals,325998,53154THMCR530WE,WI,53154THMCR530WE,2015,WI,500,325,0,250,750,500,0,0,325998
333,Machinery,333120,48130SWPST28NZE,MI,48130SWPST28NZE,2015,MI,37.96,333,0,0,37.96,37.96,0,0,333120
332,Fabricated Metals,332215,53040RGLWR20120,WI,53040RGLWR20120,2015,WI,5,332,0,0,5,5,0,0,332215
332,Fabricated Metals,332510332813332812,49505KNPVG2700O,MI,49505KNPVG2700O,2015,MI,0,332,0,6686,6686,0,0,0,332510
331,Primary Metals,331513,45804SPRRF1820M,OH,45804SPRRF1820M,2015,OH,8.8021,331,0,84.9512,93.7533,8.8021,0,0,331513
331,Primary Metals,331221,48188STLTC5501B,MI,48188STLTC5501B,2015,MI,0,331,0,0,0,0,0,0,331221
325,Chemicals,325510331318331420,46802SSXGR1601W,IN,46802SSXGR1601W,2015,IN,1571,325,0,0,1571,1571,0,0,325510
325,Chemicals,325314,48757GRCCH2405S,MI,48757GRCCH2405S,2015,MI,51,325,0,0,51,51,0,0,325314
336,Transportation Equipment,336370,48551GMCTRG3100,MI,48551GMCTRG3100,2015,MI,35,336,0,0,35,35,0,0,336370
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,21000,325,0,221,21221,21000,0,0,325199
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,550,325,0,0,574,574,0,24,325199
325,Chemicals,325510,43219YNKNM1920L,OH,43219YNKNM1920L,2015,OH,9481,325,0,0,9481,9481,0,0,325510
325,Chemicals,325193,5618WVLRWL14441,MN,5618WVLRWL14441,2015,MN,69,325,0,0,69,69,0,0,325193
311,Food,311513311514,54748MPNRTMAINS,WI,54748MPNRTMAINS,2015,WI,0,311,0,0,0,0,0,0,311513
325,Chemicals,325211,53209HRCLS5228N,WI,53209HRCLS5228N,2015,WI,0,325,0,0,0,0,0,,325211
337,Furniture,337920,53562GRBRN7549G,WI,53562GRBRN7549G,2015,WI,12154,337,0,0,12154,12154,0,0,337920
331,Primary Metals,331511,46219NVSTR5565B,IN,46219NVSTR5565B,2015,IN,0,331,0,0,0,0,0,,331511
331,Primary Metals,331492,60622SPMTL1720E,IL,60622SPMTL1720E,2015,IL,76,331,0,1689,1765,76,0,0,331492
327,Nonmetallic Mineral Product,327420,46312SGYPS3501C,IN,46312SGYPS3501C,2015,IN,56.48,327,0,2.5,58.98,56.48,0,0,327420
325,Chemicals,325130,44004SCMCH2426M,OH,44004SCMCH2426M,2015,OH,5300,325,0,0,5300,5300,0,0,325130
331,Primary Metals,331512,4621WPRCSN2427N,IN,4621WPRCSN2427N,2015,IN,288.31,331,0,10981,11269.31,288.31,0,0,331512
336,Transportation Equipment,336413,6063WHLGRC66W73,IL,6063WHLGRC66W73,2015,IL,13068,336,0,0,13068,13068,0,0,336413
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,640,324,0,141,781,640,0,0,324110
